Number|Gender|GivenName|Surname|StreetAddress|City|State|ZipCode|CountryFull|TelephoneNumber|Birthday|NationalID|Occupation|CCType
5364|male|Luan|Ferreira|Rua Expedicionário Antônio Eugênio Vieira 529|São Gonçalo|RJ|24451-430|Brazil|(21) 9408-9785|10/14/1977|379.903.487-05|Practical nurses|MasterCard
5365|male|Luis|Ribeiro|Rua Emílio Palma 1743|Marília|SP|17513-030|Brazil|(14) 5077-8005|5/13/1981|386.003.932-64|Support specialist|Visa
5366|male|Vitór|Gomes|Rua Particular I 630|São Paulo|SP|05543-110|Brazil|(11) 6518-3112|7/4/1981|425.115.216-60|Semiconductor assembler|MasterCard
5367|male|Rodrigo|Costa|Rua Oitocentos e Cinquenta e Dois 241|Volta Redonda|RJ|27258-410|Brazil|(24) 5314-9831|7/16/1991|557.903.799-66|Payroll secretary|MasterCard
5368|male|Felipe|Oliveira|Conjunto Nossa Senhora Aparecida 1760|Maceió|AL|57082-490|Brazil|(82) 9967-3248|3/8/1958|691.481.098-27|College instructor|MasterCard
5369|male|Nicolash|Oliveira|Rua Araci Vaz Callado 870|Florianópolis|SC|88070-750|Brazil|(48) 6310-6531|6/10/1987|621.251.890-46|Web programmer|MasterCard
5370|female|Carolina|Almeida|Rua Emília Mendes Machado 1800|Ponta Grossa|PR|84062-686|Brazil|(42) 6281-8435|12/11/1983|742.389.740-00|Power lineman|MasterCard
5371|female|Vitoria|Ferreira|Rua Constantino Jauhar 1010|Itapira|SP|13976-101|Brazil|(19) 9010-2027|5/11/1976|966.718.042-57|Timber cutting and logging worker|MasterCard
5372|female|Laura|Sousa|Rua Uberaba 1259|Ipatinga|MG|35160-026|Brazil|(31) 8053-7914|10/25/1929|496.386.363-43|Elevator installer|MasterCard
5373|male|Diego|Araujo|Rua Catorze 231|Ribeirão Preto|SP|14056-758|Brazil|(16) 7144-5677|11/6/1958|599.571.767-73|Sauce cook|MasterCard
5374|male|Luiz|Sousa|Rua José Telles de Matos 1569|São Paulo|SP|04348-050|Brazil|(11) 5371-8362|10/10/1936|293.892.385-60|Promoter|Visa
5375|male|Kauan|Azevedo|Rua Engenho Seco 1090|Betim|MG|32662-530|Brazil|(31) 6068-5547|3/6/1933|729.457.921-09|Organizational development manager|Visa
5376|male|Kauê|Martins|Rua da Paz 331|Rio de Janeiro|RJ|20785-150|Brazil|(21) 6415-3206|7/22/1965|140.955.239-05|Interior designer|Visa
5377|female|Evelyn|Fernandes|Rua Quatro 642|Rio de Janeiro|RJ|21865-450|Brazil|(21) 5474-3942|7/9/1934|200.173.374-70|Manifold binding worker|Visa
5378|male|Leonardo|Cavalcanti|Rua Antônio Grossi 570|Goiânia|GO|74475-062|Brazil|(62) 7508-3341|11/24/1947|263.018.561-39|Developmental psychologist|Visa
5379|male|Victor|Pinto|Rua Guanabara 158|Goiânia|GO|74865-130|Brazil|(62) 8031-2612|2/5/1962|615.453.188-59|Image designer|Visa
5380|male|Carlos|Almeida|Rua José Cupertino 1698|Presidente Prudente|SP|19060-090|Brazil|(18) 7066-5741|8/31/1971|588.715.409-80|Public relations representative|MasterCard
5381|male|Paulo|Pereira|Quadra Quadra QR 313 Conjunto N 1525|Santa Maria|DF|72543-514|Brazil|(61) 8021-4885|6/18/1943|588.288.096-39|Usher|Visa
5382|female|Livia|Cunha|Rua Plácido Magalhães 912|Patos|PB|58704-350|Brazil|(83) 6269-9354|5/9/1965|115.823.019-21|Fishing vessel operator|MasterCard
5383|male|Lucas|Silva|Rua Frida Probst Rosar 943|Palhoça|SC|88135-640|Brazil|(48) 3560-3179|7/17/1992|319.867.059-43|Surgeon|Visa
5384|female|Livia|Ferreira|Rua Camaquã 87|Santa Cruz do Sul|RS|96835-460|Brazil|(51) 8109-8947|5/16/1943|780.111.773-54|Paraprofessional|MasterCard
5385|female|Tânia|Oliveira|Rua Fioravanti Stefani 998|Itapetininga|SP|18212-505|Brazil|(15) 8104-4656|9/29/1963|772.836.827-32|Instructional assistant|Visa
5386|female|Sophia|Castro|Beco I 994|Porto Alegre|RS|91770-713|Brazil|(51) 8883-5656|2/2/1954|250.985.492-56|Paralegal|Visa
5387|male|Bruno|Oliveira|Travessa Floresta 830|Itabuna|BA|45607-050|Brazil|(73) 8332-8915|5/25/1986|631.569.652-00|Public finance economist|MasterCard
5388|female|Bianca|Almeida|Rua Hilário Sanzovo 275|Jaú|SP|17207-710|Brazil|(17) 9509-9091|5/19/1984|390.746.895-31|Inside order clerk|Visa
5389|female|Brenda|Barbosa|Rua Chagas Bezerra 1234|Crato|CE|63125-010|Brazil|(88) 3450-9537|6/22/1936|200.092.001-26|Clerical supervisor|MasterCard
5390|male|Bruno|Melo|Rua D 1337|Itajubá|MG|37503-024|Brazil|(35) 3734-4102|8/31/1982|799.487.664-15|Gaming cage worker|MasterCard
5391|female|Matilde|Gomes|Rua Américo Siqueira 581|Cariacica|ES|29155-390|Brazil|(27) 5838-8148|9/11/1936|656.835.749-94|Scraper operator|Visa
5392|male|Erick|Barros|Rua Joaquim Torres 1566|São Gonçalo|RJ|24731-130|Brazil|(21) 3065-3329|3/8/1986|758.808.227-53|Poultry farmer|MasterCard
5393|female|Luiza|Oliveira|Quadra QC 03 Bloco E 1779|Santa Maria|DF|72537-550|Brazil|(61) 6048-4455|1/21/1978|664.874.714-53|Airline copilots|MasterCard
5394|female|Bruna|Souza|Rua Cirilo José 1525|Arapiraca|AL|57303-200|Brazil|(82) 7856-3747|1/6/1965|618.963.879-18|Crop scientist|MasterCard
5395|male|Enzo|Cavalcanti|Rua Rômulo Liverani 273|São Paulo|SP|05819-090|Brazil|(11) 7906-7109|9/9/1982|380.174.611-94|Prosthetics technician|MasterCard
5396|male|Fábio|Correia|Beco Nossa Senhora das Graças 1514|Rio de Janeiro|RJ|22723-235|Brazil|(21) 2264-6360|9/18/1977|171.547.766-92|Tire changer|MasterCard
5397|female|Evelyn|Almeida|Rua Barão de Cotegipe 1042|Jundiaí|SP|13202-800|Brazil|(11) 7821-8498|8/14/1977|192.115.770-47|Process metallurgical engineer|Visa
5398|female|Nicole|Costa|Rua Bartolomeu Peres Ruiz 1014|São Paulo|SP|03375-010|Brazil|(11) 2573-8061|6/4/1962|437.632.917-76|Counter clerk|Visa
5399|male|Cauã|Ribeiro|Rua Álvaro Ferreira 556|Sorocaba|SP|18031-150|Brazil|(15) 7760-9700|9/1/1977|118.520.468-72|A & P mechanic|MasterCard
5400|male|Felipe|Ferreira|Rua do Foz Iguaçu 1542|Salvador|BA|41502-630|Brazil|(71) 9649-2826|3/18/1936|206.704.786-87|Bibliographer|Visa
5401|female|Lara|Araujo|Rua Sócrates 167|Cascavel|PR|85814-400|Brazil|(45) 5978-2574|8/13/1979|215.725.116-21|Manpower development manager|Visa
5402|female|Beatriz|Carvalho|Rua Delfino Paulo Costa 1353|São Gonçalo|RJ|24743-300|Brazil|(21) 4029-2661|4/30/1982|284.546.934-91|Margin clerk|Visa
5403|female|Evelyn|Alves|2ª Travessa da Horta 1384|Salvador|BA|41925-870|Brazil|(71) 7383-8437|10/26/1986|259.340.784-02|Cashier|Visa
5404|male|Diego|Barros|Rua Realeza 1426|Cascavel|PR|85816-620|Brazil|(45) 9960-3831|8/10/1958|677.488.251-06|Nurse specialist|MasterCard
5405|female|Sarah|Sousa|Rua João Feliciano 1980|Jacareí|SP|12309-230|Brazil|(12) 4187-4785|6/15/1977|869.536.485-20|Meatcutter|Visa
5406|male|Carlos|Cavalcanti|Rua Varnhagen 960|Curitiba|PR|81530-600|Brazil|(41) 8291-9811|3/28/1991|786.530.971-63|Information and record clerk|MasterCard
5407|male|Diogo|Ferreira|Rua João Ramalho 1990|Ribeirão Pires|SP|09405-570|Brazil|(16) 6521-2779|3/15/1932|359.233.249-03|Business management consultant|MasterCard
5408|female|Lara|Cunha|Quadra SHIGS 709 Bloco D 1489|Brasília|DF|70360-704|Brazil|(61) 6757-9256|5/19/1991|629.713.784-62|Chief financial officer|MasterCard
5409|female|Vitoria|Rocha|Rua Severiano Alves de Jesus 378|Campo Limpo Paulista|SP|13230-210|Brazil|(11) 2199-3375|8/7/1968|931.499.190-37|Administrative services director|MasterCard
5410|male|Marcos|Carvalho|Rua Severino Brunelli 1749|Mogi-Guaçu|SP|13848-070|Brazil|(16) 7570-9907|8/25/1948|269.491.971-52|Employment manager|MasterCard
5411|female|Ana|Barbosa|Rua Victório Prandini 1977|Indaiatuba|SP|13344-130|Brazil|(19) 9994-6025|5/15/1955|378.803.450-51|Conference service coordinator|MasterCard
5412|male|Luiz|Costa|Rua São Tomé 1727|Santo André|SP|09050-320|Brazil|(11) 6408-4244|12/27/1967|584.792.150-03|Electronics repairer|MasterCard
5413|female|Maria|Alves|Rua Doutor João Chaves 722|Natal|RN|59020-310|Brazil|(84) 9127-4947|4/10/1966|936.218.810-42|Environmental meteorologist|Visa
5414|female|Luiza|Correia|Rua Marcílio Germano 1357|Mauá|SP|09360-110|Brazil|(11) 5139-6186|7/1/1941|981.236.183-95|Land acquisition manager|Visa
5415|male|Ryan|Martins|Travessa Botafogo 441|São Luís|MA|65063-840|Brazil|(98) 8748-6580|10/11/1944|851.554.004-57|Critical care nurse|Visa
5416|female|Lavinia|Fernandes|Rua São Thomás 863|Salvador|BA|41200-615|Brazil|(71) 7320-9345|11/6/1980|604.338.373-06|Front office manager|MasterCard
5417|female|Leonor|Rodrigues|Rua José Garcia Lopes Filho 1663|Campo Grande|MS|79091-440|Brazil|(67) 8163-6568|2/20/1940|929.754.594-75|Environmental meteorologist|MasterCard
5418|male|Joao|Silva|Rua Cardeal 1963|Cambé|PR|86182-160|Brazil|(43) 8904-6704|2/11/1947|462.986.705-80|Architect|MasterCard
5419|male|Renan|Oliveira|Avenida Magalhães Barata 1301|Belém|PA|66630-040|Brazil|(91) 6404-2231|6/28/1978|142.377.855-30|Kennel attendant|Visa
5420|female|Evelyn|Martins|Rua Magalhaes Barbosa 1569|Nova Iguaçu|RJ|26011-220|Brazil|(21) 2518-9976|11/3/1986|918.844.698-09|Central office operator|MasterCard
5421|female|Vitória|Ribeiro|Rua João Araújo Silva 910|Marabá|PA|68501-520|Brazil|(94) 5568-7963|12/19/1940|919.488.863-91|Aircraft electronic systems specialist|MasterCard
5422|female|Carolina|Cardoso|Passagem Republicana 1441|Belém|PA|66113-100|Brazil|(91) 6710-8952|12/27/1933|256.705.405-73|Business support assistant|MasterCard
5423|female|Letícia|Barros|Rua da Paz 66|Recife|PE|51270-440|Brazil|(81) 8635-8646|11/13/1935|399.413.910-41|Gaming supervisor|MasterCard
5424|female|Tânia|Cavalcanti|Praça dos Aviadores 1992|Guarulhos|SP|07132-070|Brazil|(11) 7231-8747|9/28/1951|779.025.066-30|Developmental psychologist|MasterCard
5425|male|Matheus|Barros|Rua Voluntários da Pátria 493|Montes Claros|MG|39400-182|Brazil|(38) 9069-6183|7/30/1991|530.952.249-23|Sous chef|MasterCard
5426|female|Giovanna|Ferreira|Praça Eduardo Gianoni 824|Mauá|SP|09371-455|Brazil|(11) 7121-6338|9/3/1942|874.556.077-33|Floor broker|Visa
5427|female|Camila|Sousa|Passagem Viegas 746|Belém|PA|66030-190|Brazil|(91) 9825-5209|12/17/1933|520.491.434-00|Chemical equipment tender|Visa
5428|female|Ana|Lima|Avenida Santos Dumont 445|Laranjeiras do Sul|PR|85303-140|Brazil|(42) 7662-7411|3/28/1975|558.795.911-23|Audio and video equipment operator|Visa
5429|male|Diogo|Oliveira|Praça Francisco Machado 1983|Patos de Minas|MG|38702-135|Brazil|(34) 4776-8250|4/8/1992|841.415.337-26|Sawing machine tender|Visa
5430|female|Matilde|Santos|Rua Lisboa 992|Salto|SP|13320-560|Brazil|(11) 6058-2192|11/16/1968|583.287.227-47|Light truck driver|MasterCard
5431|male|Luan|Fernandes|Travessa Manoel Florentino Vieira 1863|Florianópolis|SC|88061-080|Brazil|(48) 8869-2037|2/9/1959|415.754.105-75|HVACR technician|Visa
5432|male|Victor|Rodrigues|Rua T 482|Gurupi|TO|77433-480|Brazil|(63) 8980-2960|4/3/1993|963.783.357-96|Two-stroke engine mechanic|MasterCard
5433|male|João|Araujo|Rua Caetano Capovilla 283|Valinhos|SP|13270-384|Brazil|(19) 5639-2897|6/8/1950|730.967.801-02|Landlord|Visa
5434|female|Yasmin|Gomes|Rua Frei Amertano 747|Cruz Alta|RS|98030-020|Brazil|(55) 2482-6170|12/14/1929|920.656.046-89|Assignment clerk|MasterCard
5435|male|Danilo|Rodrigues|Rua Dezembrada de Mil Oitocentos e Sessenta e Oito 861|São Paulo|SP|02190-020|Brazil|(11) 9922-8633|6/7/1939|317.053.336-30|Front desk clerk|Visa
5436|male|Nicolas|Rodrigues|Avenida Manoel Bandeira 200|São Luís|MA|65061-031|Brazil|(98) 5573-7641|11/13/1965|597.644.965-47|Tester|MasterCard
5437|male|Nicolas|Correia|Rua Isidoro Aurélio 476|Alegrete|RS|97547-627|Brazil|(55) 2712-4381|8/19/1937|238.515.033-68|Shoe machine operator|Visa
5438|male|Alex|Costa|Rua Maria Sílvia Carneiro Longo 1543|Criciúma|SC|88810-270|Brazil|(48) 7499-3760|11/10/1952|980.432.274-97|Civil engineer|MasterCard
5439|male|Diogo|Martins|Rua Trinta de Outubro 1562|Fortaleza|CE|60510-190|Brazil|(85) 9219-9323|10/15/1949|452.221.459-64|Real estate manager|Visa
5440|male|Vitór|Castro|Rua João Humberto de Souza 546|Igarassu|PE|53610-310|Brazil|(81) 5109-6024|12/28/1962|868.466.488-44|Watch repairer|Visa
5441|male|Vinicius|Rocha|Quadra 806 Sul Avenida NS 4 324|Palmas|TO|77023-060|Brazil|(63) 2010-5635|9/10/1980|486.300.853-80|Rental manager|MasterCard
5442|male|Kauã|Souza|Rua Alfredo Condeixa 850|Ribeirão Preto|SP|14031-300|Brazil|(16) 5127-7767|1/23/1992|927.264.834-37|Material recording|MasterCard
5443|female|Beatrice|Cardoso|Rua Guirlandaio 916|Resende|RJ|27531-120|Brazil|(24) 5345-7963|5/9/1936|878.537.929-80|Umpire|Visa
5444|male|Victor|Barbosa|Beco das Amoras 1104|Belo Horizonte|MG|30455-320|Brazil|(31) 9419-8546|10/16/1942|615.220.569-71|Commercial diver|MasterCard
5445|male|Vitór|Almeida|Rua das Marias 11|Belo Horizonte|MG|31930-730|Brazil|(31) 2501-8166|10/14/1992|437.352.542-09|Labor training manager|MasterCard
5446|female|Amanda|Rodrigues|Praça Vereador Souza Silva 1650|Natal|RN|59065-700|Brazil|(84) 9318-5104|5/4/1929|640.589.151-88|Decommissioning and decontamination (D&D) worker|MasterCard
5447|female|Giovana|Azevedo|Rua Onze de Dezembro 558|Belo Horizonte|MG|30450-370|Brazil|(31) 9255-7884|4/25/1950|848.681.997-06|Encoder|Visa
5448|male|Vinícius|Carvalho|Rua Aristotelino Cruz 1037|Aracaju|SE|49027-030|Brazil|(79) 2234-4014|10/21/1941|944.510.303-31|Loan collection officer|Visa
5449|male|Kai|Santos|Beco Gavião 74|Colatina|ES|29700-495|Brazil|(27) 9724-3103|3/19/1929|766.866.154-98|Employee placement specialist|Visa
5450|male|Eduardo|Santos|Quadra QNP 13 Conjunto E 820|Ceilândia|DF|72241-305|Brazil|(61) 9835-9590|6/30/1940|415.408.417-82|Telecommunications equipment repairer|MasterCard
5451|female|Leila|Santos|Estrada Eduardo Duarte 620|Santa Maria|RS|97065-160|Brazil|(55) 4358-7989|7/6/1952|155.887.067-90|Extruding and forming machine operator|MasterCard
5452|male|Kauã|Pereira|Rua Tenente Nepomuceno 440|Rio de Janeiro|RJ|21616-050|Brazil|(21) 8249-6414|10/7/1955|129.347.677-36|Administrative services manager|MasterCard
5453|male|Júlio|Castro|Rua da Orquestra 713|Rio de Janeiro|RJ|23035-385|Brazil|(21) 9497-4104|8/10/1969|969.585.728-07|Linguistic anthropologist|Visa
5454|female|Luiza|Dias|Rua Luiz Fraga 554|Vitória|ES|29043-180|Brazil|(27) 2723-9446|6/29/1988|405.929.171-42|Employee placement specialist|Visa
5455|male|Arthur|Almeida|Praça Manoel Carlos Carrera Novaes 1154|Campinas|SP|13012-009|Brazil|(19) 3222-3056|10/9/1981|205.197.589-27|Brokerage sales assistant|Visa
5456|female|Emilly|Castro|Rua Flávio Marcos de Almeida 733|Belo Horizonte|MG|31785-505|Brazil|(31) 9314-7906|4/28/1941|858.487.353-87|Heat treating equipment operator|Visa
5457|female|Carla|Rocha|Avenida Carneiro de Mendonça 143|Fortaleza|CE|60510-430|Brazil|(85) 4661-7677|2/19/1950|823.451.663-98|Clinical laboratory technologist|Visa
5458|male|Fábio|Silva|Rua Santo Amaro 739|Campos dos Goytacazes|RJ|28070-326|Brazil|(22) 5435-6921|6/10/1990|553.647.726-91|Rural mail carrier|MasterCard
5459|female|Mariana|Lima|Rua Antônio Zillo 690|Lençóis Paulista|SP|18682-240|Brazil|(14) 3553-7804|12/11/1965|904.003.904-69|Dermatology nurse|MasterCard
5460|male|Júlio|Santos|Rua General Vicente de Paulo Dale Coutinho 1400|São Vicente|SP|11350-190|Brazil|(11) 9652-6717|11/27/1953|498.981.887-31|Nuclear engineer|Visa
5461|male|Gustavo|Sousa|Quadra QS 10 Conjunto 07A 1432|Riacho Fundo|DF|71825-107|Brazil|(61) 7091-9486|9/1/1942|379.142.238-32|Epidemiologist|Visa
5462|male|Nicolash|Pereira|Avenida Brasil 1769|São Paulo|SP|01431-001|Brazil|(11) 2956-3105|5/25/1977|311.432.564-50|Clerical assistant|Visa
5463|female|Leila|Cavalcanti|Travessa Setembro de 1983 1158|São Paulo|SP|05887-510|Brazil|(11) 7716-3783|1/23/1964|310.701.290-46|Author|Visa
5464|male|Marcos|Costa|Praça Mansueto Rigoni 295|Jundiaí|SP|13207-656|Brazil|(11) 7191-9779|11/14/1982|892.098.720-37|Skills training coordinator|MasterCard
5465|male|Julian|Santos|Rua das Flores 1044|Salvador|BA|40301-425|Brazil|(71) 8734-8972|2/19/1945|605.187.827-00|Medical illustrator|Visa
5466|female|Camila|Barros|Rua C 1129|Planaltina|DF|73320-050|Brazil|(61) 4674-2461|6/27/1954|182.239.216-00|Medical geographer|Visa
5467|female|Sofia|Costa|Rua 7 563|Goiânia|GO|74523-550|Brazil|(62) 8158-3448|7/28/1989|423.862.969-89|Able seaman|Visa
5468|female|Bruna|Ferreira|Avenida São Paulo 342|Guarapari|ES|29213-180|Brazil|(27) 2810-9149|9/23/1980|125.261.206-08|Polisher|Visa
5469|male|Erick|Azevedo|Rua Paraná 197|Serra|ES|29174-690|Brazil|(27) 6591-5142|3/1/1972|911.577.949-12|Securities and commodities and and financial services sales agent|MasterCard
5470|female|Brenda|Pinto|Rua Mario Frenhe 1729|Bauru|SP|17027-633|Brazil|(14) 4092-3419|8/23/1943|799.338.505-98|Telecommunications equipment installer|MasterCard
5471|male|Miguel|Melo|Rua Ponta Grossa 715|Igarassu|PE|53640-542|Brazil|(81) 4614-5860|12/1/1958|855.232.956-55|Cleaning and washing and and metal pickling equipment operator|MasterCard
5472|female|Emily|Martins|Rua Militão Barboza de Lima 285|São Bernardo do Campo|SP|09720-420|Brazil|(11) 6181-8474|12/13/1963|862.313.752-34|Computer programmer|MasterCard
5473|female|Larissa|Ferreira|Avenida Guaxenduba 719|São Luís|MA|65015-560|Brazil|(98) 6058-2502|10/8/1970|889.964.759-39|Farm equipment mechanic|Visa
5474|male|Pedro|Cunha|Rua Assis 1157|São Paulo|SP|05270-140|Brazil|(11) 2996-7116|5/28/1948|202.835.288-42|Loan closer|Visa
5475|female|Eduarda|Cardoso|Rua José Cardoso de Vasconcelo 328|Caruaru|PE|55018-615|Brazil|(81) 7690-6981|2/21/1944|785.328.348-25|Firefighter|Visa
5476|male|Caio|Azevedo|Rua Victorino Patzer 1988|Pelotas|RS|96050-350|Brazil|(53) 3020-2773|10/12/1973|256.621.569-30|Government auditor|Visa
5477|male|Martim|Ribeiro|Rua Xavantes 430|Lins|SP|16400-390|Brazil|(19) 2557-9279|2/3/1974|487.645.314-49|Train dispatcher|MasterCard
5478|male|Igor|Santos|Rua Luís Dib Zogaib 1006|São Paulo|SP|05613-020|Brazil|(11) 9281-3042|3/30/1947|785.148.100-73|DTP operator|MasterCard
5479|female|Isabela|Ribeiro|Rua Pará 319|Umuarama|PR|87501-520|Brazil|(44) 5780-3219|12/20/1989|538.091.487-09|Water transportation pilot|MasterCard
5480|female|Fernanda|Barros|Rua Professor Pádua Fleury 58|São Paulo|SP|02374-100|Brazil|(11) 3572-8969|9/29/1975|862.625.264-12|Information security specialist|Visa
5481|male|Douglas|Silva|Rua Taubaté 1173|Blumenau|SC|89020-460|Brazil|(47) 6962-6134|8/2/1970|759.952.469-09|Industrial engineer|Visa
5482|female|Aline|Pinto|Rua Monteiro Lobato 442|Atibaia|SP|12951-220|Brazil|(11) 4729-9336|6/10/1935|521.952.342-29|Production and planning and and expediting clerk|MasterCard
5483|female|Luiza|Castro|Rua Foz do Jutai 1341|São Paulo|SP|04155-120|Brazil|(11) 8450-9524|10/7/1967|895.127.582-53|Recreation and parks director|Visa
5484|male|Miguel|Rocha|Rua Antônio de Amaral 86|Dourados|MS|79833-250|Brazil|(67) 2874-8338|1/17/1935|355.037.270-10|Bartender helper|MasterCard
5485|female|Beatriz|Rocha|Rua Coronel Avelino Freire 644|Natal|RN|59012-130|Brazil|(84) 3188-6313|5/6/1937|859.786.525-38|Activity specialist|MasterCard
5486|male|Ryan|Castro|Rua E 430|Jaboatão dos Guararapes|PE|54340-713|Brazil|(81) 3695-7242|4/17/1934|224.579.601-26|Silversmith|Visa
5487|female|Aline|Costa|Rua Sebastião Gualberto de Almeida 715|Suzano|SP|08613-230|Brazil|(11) 5391-3651|5/1/1951|478.750.108-96|Health care executive|MasterCard
5488|male|Paulo|Silva|Rua Antônio Formigheri Langaro 582|Passo Fundo|RS|99032-130|Brazil|(54) 5884-4910|2/11/1954|672.459.204-60|Chemist|MasterCard
5489|female|Vitória|Pinto|Rua Eça de Queiroz 544|Petrolina|PE|56328-305|Brazil|(87) 7298-4168|4/29/1973|297.317.667-07|Casino cashier|MasterCard
5490|male|Alex|Sousa|Rua Quinze 289|Teixeira de Freitas|BA|45996-021|Brazil|(73) 4769-5148|1/21/1972|304.267.755-97|Licensed vocational nurse|MasterCard
5491|male|Breno|Gomes|Rua Oito 800|Cuiabá|MT|78099-040|Brazil|(65) 4306-7123|9/5/1977|576.475.402-03|Cab driver|MasterCard
5492|female|Aline|Melo|Rua José Firmino da Silva 543|Campina Grande|PB|58106-000|Brazil|(83) 4081-5451|10/20/1957|531.278.831-70|Computer support specialist|Visa
5493|male|Julian|Souza|Rua Lima 1849|Ribeirão das Neves|MG|33920-485|Brazil|(31) 3617-4544|10/8/1936|942.381.952-48|Civil engineering technician|Visa
5494|female|Beatriz|Goncalves|Quadra EPTG-QE 02 Bloco B-5 1559|Guará|DF|71100-070|Brazil|(61) 2275-6133|4/3/1933|371.529.011-04|Executive chef|MasterCard
5495|female|Emily|Martins|Rua da Vitória 1964|Cuiabá|MT|78048-482|Brazil|(65) 7416-3473|1/27/1995|914.240.524-67|Real estate rental agent|MasterCard
5496|female|Nicole|Barros|Rua Goiás 1758|Londrina|PR|86020-410|Brazil|(43) 9026-6361|11/25/1976|664.993.882-38|Data typist|MasterCard
5497|female|Camila|Costa|Rua Ciro Augusto Corrêa 1690|Araraquara|SP|14811-480|Brazil|(16) 4733-8906|4/10/1950|227.140.557-29|Commercial pilot|Visa
5498|female|Giovana|Rocha|Rua RSL 4 1961|Goiânia|GO|74780-714|Brazil|(62) 9795-5844|2/8/1953|689.987.876-36|Electronic technician|MasterCard
5499|female|Bruna|Sousa|Travessa Enzor Ricci 364|Cuiabá|MT|78043-408|Brazil|(65) 2047-9784|2/22/1991|666.451.831-78|Mathematical statistician|MasterCard
5500|male|Júlio|Dias|Rua Sérgio Adolpho Catozzi 1833|Sumaré|SP|13174-270|Brazil|(19) 3519-4473|12/16/1946|477.603.532-43|Security and fire alarm systems installer|Visa
5501|female|Marisa|Melo|Rua dos Coelhos 1169|Fortaleza|CE|60710-705|Brazil|(85) 5252-6139|1/24/1986|633.516.034-01|Environmental engineering technician|Visa
5502|female|Thaís|Alves|Rua Santa Luzia 1206|Jaboatão dos Guararapes|PE|54450-265|Brazil|(81) 5742-9348|1/31/1939|743.478.529-24|Electronic equipment installer|Visa
5503|male|Gabriel|Correia|Rua Papagáio 773|Manaus|AM|69094-020|Brazil|(92) 5990-6596|5/24/1938|814.064.918-02|Furnace installer|Visa
5504|male|Diego|Barros|Travessa Belmonte 120|Paragominas|PA|68626-300|Brazil|(91) 6618-2397|4/16/1932|713.484.229-04|Machine offbearer|Visa
